,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
30,Stephen Howard,Master of Ceremonies,Emcee,https://www.des-madrid.com/agenda-2021-speakers/stephen-howard/,"Born in Long Beach, California, Stephen moved to the Space Coast of Florida at a very young age. He grew up watching launch after launch of Gemini, Apollo, and Shuttle rockets. Always comfortable in front of an audience Stephen then auditioned to be an actor at Universal Studios Florida. Since then he has presented CEOs and celebrities all over the world. Stephen is proud to be part of DES 2021 and brightening the flame of the Digital Enterprise Show!",https://www.linkedin.com/in/master-of-ceremonies/,https://twitter.com/@Steve_J_Howard
31,Susana Carillo Aparicio,Ayuntamiento de Málaga,Teniente de Alcalde Delegada Innovación y Digitalización,https://www.des-madrid.com/agenda-2021-speakers/susana-carillo-aparicio/,Studied Mechanical Industrial Engineering.,https://www.linkedin.com/in/susana-carillo-aparicio/,https://twitter.com/@CarilloSusana
32,Susana Garrido,Les Roches Marbella International School of Hotel Management,Digitality Program Manager. Senior Lecturer in Marketing,https://www.des-madrid.com/agenda-2021-speakers/susana-garrido/,Susana is Program Manager in charge of digital learning at Les Roches International Hospitality Management School in Marbella. She is also the Director of Spark Innovation Sphere in the same location. The Spark project identifies technological innovations and entrepreneurship initiatives that will shape the future of the hospitality industry. She has an MBA from Instituto Internacional San Telmo and a Posgraduate Diploma in Digital Business. She has developed her career in both Spain and the US. ,https://www.linkedin.com/in/susanagarrido/,TW no disponible
33,Susana Rubio,Mastercard Iberia,Directora de Pagos Digitales e Innovación,https://www.des-madrid.com/agenda-2021-speakers/susana-rubio/,"Since 2019 Susana Rubio is Digital Payments and Innovation Director Spain & Portugal at Mastercard. She has focused her career on Telecommunications and the consulting sector where she worked on several projects linked to wallets, NFC solutions, e-commerce, and Transformation and Change Management. She is expert in e-commerce and mobile payments, holds a Degree in Telecommunications Engineering from Universidad Politécnica of Madrid and an EOI Master’s Degree in Digital Transformation.",https://www.linkedin.com/in/rubiosusana/,https://twitter.com/@SusanaRub
34,Teodoro Fernández,Microsoft,Microsoft Surface for Business Master Trainer,https://www.des-madrid.com/agenda-2021-speakers/teodoro-fernandez/,"After more than 15 years in the training sector, most of them focused on the latest technologies, I have developed sufficient capacities both for the execution of academic plans and for the development of plans around face-to-face training, e-learning and Social Learning. ",no disponible,no disponible
35,Teresa Fernández,Microsoft,"Licensing Specialist, Enterprise Division",https://www.des-madrid.com/agenda-2021-speakers/teresa-fernandez/,,no disponible,no disponible
36,Teresa Rodríguez de las Heras Ballell,Grupo de Investigación SOCITEC UC3M,Investigadora,https://www.des-madrid.com/agenda-2021-speakers/teresa-rodriguez-de-las-heras-ballell/,"Professor of Commercial Law. Expert at EU Expert group on Liability and AI, and Expert to Observatory on Platform Economy. Expert at UN and UNIDROIT on digital economy. ",https://www.linkedin.com/in/teresa-rodr%C3%ADguez-de-las-heras-ballell-3822a630/,TW no disponible
37,Tobias Eriksson,Efeso,Vice President and Builder of Industrial Future,https://www.des-madrid.com/agenda-2021-speakers/tobias-eriksson/,"Weathered Growth and operations excellence expert with experience across Sales and Marketing, Strategy and Operations, Digitalization/industry 4.0, and Organization and Leadership development. Multicultural professional, currently working as VP and MD to the Nordic countries at EFESO, building industrial future by bringing insights from the operational digitalization of leading players within the automotive industry, discrete manufacturing industry, process industry and the telecoms industry.",https://www.linkedin.com/in/tobiaserikssons/,TW no disponible
38,Tom Salfield,Wikifactory,CEO and Co-founder,https://www.des-madrid.com/agenda-2021-speakers/tom-salfield/,"Co-founder and CEO of Wikifactory, a social platform for collaborative product development that supports a distributed, Open Standards-based “Internet of Production” that links design and manufacturing. A new economist and technical architect, he works at the cutting-edge of web technologies building prototypes for start-ups and high-profile companies such as Wikipedia, UN, Gartner, and IDEO. Tom has a BSc in Philosophy and Economics from the LSE and an MSc in Computing Science from Imperial.",https://www.linkedin.com/in/salfield/,TW no disponible
39,Tomás Llorente,Ayto. Villanueva del Pardillo,Architect,https://www.des-madrid.com/agenda-2021-speakers/tomas-llorente/,"Architect and technology advisor for Local Administration (Spain). More than 15 years of experience as department head. Leader at United for Smart Sustainable Cities (U4SSC). Professor in Entrepreneurship, Humanism and Technology, and Social Innovation at the School of Industrial Organization (EOI). Member of the Technical Committee of Standardization for Smart Cities in UNE (Spain). Co-founder of the Smart Cities Working Group at the Official College of Architects of Madrid (COAM).",https://www.linkedin.com/in/tomas-llorente/,https://twitter.com/@citytommy
40,Tomás Martínez Buero,"AI-Network, Professional Association of Artificial Intelligence",President,https://www.des-madrid.com/agenda-2021-speakers/tomas-martinez-buero/,"President of AI-Network, Professional Association of Artificial Intelligence.Management positions in global technology companies like Intel and Indra, and Big Data and Machine Learning startups like Klass Data and Devo. AI & Analytics professor at NEXT International Business School.Computer Science Engineer specialized in Artificial Intelligence from the Universidad Politécnica de Madrid.",https://www.linkedin.com/in/tomasmb/,https://twitter.com/@mbtomas
41,Tomas Otero,The Talent-up,Director,https://www.des-madrid.com/agenda-2021-speakers/tomas-otero/,"Over the last 20 years, working in people management and developing a range of skills and expertise that has enabled to support executive teams to lead, develop and manage talent in pharmaceutical and life sciences industry. His areas of expertise include talent management, mentoring, performance, culture change and digital transformation. Degree in psychology from Granada University, PADDB The Valley Business School, PDD Pharma Biotech in CEU IAM Business School, Master in HR Management. ",https://www.linkedin.com/in/tomasoteropino/,https://twitter.com/@TomasOtero
42,Toni Navas,Dorna Sports (MotoGP),CIO & CDTO,https://www.des-madrid.com/agenda-2021-speakers/toni-navas/,IT Executive/CDTO/CIO/CDO/CTO with over 25 years’ experience. Align IT org with business units to develop business expertise and improve quality.,no disponible,no disponible
43,Tristán Elósegui Figueroa,Matridiana,Fundador y consultor senior de marketing digital,https://www.des-madrid.com/agenda-2021-speakers/tristan-elosegui-figueroa/,Llevo más de 20 años ayudando a mis clientes conseguir resultados concretos en marketing que impacten con propósito en el negocio.,https://www.linkedin.com/in/tristanelosegui/,https://twitter.com/@tristanelosegui
44,Vicente Galván López,Comunidad de Madrid,DG Economía Circular,https://www.des-madrid.com/agenda-2021-speakers/vicente-galvan-lopez/,"Actualmente DG de Economía Circular de la Comunidad de Madrid, es licenciado en CC Químicas (UAM 1980), y Graduado en CC Químicas (UAM 1982). Ha desarrollado toda su carrera profesional en la industria química y medioambiental. Con anterioridad fue Director del Centro de Competencia de Medio Ambiente de Ferrovial Servicios. Participa habitualmente como ponente y profesor en congresos, jornadas y másters universitarios, y es miembro de varios grupos de trabajo y asociaciones profesionales.",no disponible,no disponible
45,Victor García-Aranda,KAHI Digital,Partner,https://www.des-madrid.com/agenda-2021-speakers/victor-garcia-aranda/,"Victor is a highly motivated greypreneur and doer with a rare combination of financial, commercial and technological skills to help corporations, startups and investors to discover and pursue their vision through execution. Telecom engineer, financial analyst, investor relations and father of two … all in one. Victor enjoyed more than twenty years navigating through very challenging situations within a big corporation, and now is enjoying the innovation game from the other side.",https://www.linkedin.com/in/victorgarciaaranda/,TW no disponible
46,Víctor Magariño Peñalba,ESADE - NYU Stern,Consulting Partner - Professor,https://www.des-madrid.com/agenda-2021-speakers/victor-magarino-penalba/,Former Google Director managing a large team in 6 countries. Last 10 years held managerial positions in Digital Marketing and Technology. Modest investor and mentor of startups.,https://www.linkedin.com/in/victormagarino/?locale=en_US,https://twitter.com/@VMagarino
47,Victor Navarro Sainz,Hawkers,CIO,https://www.des-madrid.com/agenda-2021-speakers/victor-navarro-sainz/,"Hawkers Group, tercer líder mundial en la venta de gafas de sol, decide confiar en Víctor para participar, desde la tecnología, en su proyecto mas ambicioso hasta la fecha, abordar con existo una profunda transformación, no solo desde en el ámbito digital si no también a nivel de procesos que permita a la compañía afrontar con garantías su ambicioso programa de crecimiento y expansión. Victor ha desempeñado cargos de responsabilidad en al ámbito digital en compañías como ECI y Leroy Merlin.",https://www.linkedin.com/in/victornavarrosainz/,TW no disponible
48,Victor Tofan,Cloudbeds,Market Manager | EMEA,https://www.des-madrid.com/agenda-2021-speakers/victor-tofan/,"Victor V.T. Tofan, Market Manager at Cloudbeds EMEA, oversees the business development of Cloudbeds in Spain managing all sales and marketing efforts. He is currently based in Novo Sancti Petri, Andalusia Spain. Prior to Cloudbeds, Victor worked in various roles across the Hospitality industry including managing a small group of boutique hotels across Europe and Latin America. Feel free to reach out to him in English, Spanish, or German.",https://www.linkedin.com/in/victortofan/?originalSubdomain=de,TW no disponible
49,Virginia Rodríguez Palacios,ISMS Forum,Junta Directiva,https://www.des-madrid.com/agenda-2021-speakers/virginia-rodriguez-palacios/,,no disponible,no disponible
